label,believability,sentence_length_total,clause_count,avg_parse_depth,max_parse_depth,q1_type,q2_type,qc_type,p1_negations,p2_negations,c_negations,total_negations,lexical_overlap,entity_freq_p1,entity_freq_c,semantic_similarity,raw_text
1,1,25,1,4.333333333333333,5,1,2,2,0,1,1,2,0.0,4,7,0.7939135,"Every single dog is a mammal. Nothing that is a lizard is a mammal. Consequently, there are no creatures that are both lizards and dogs."
1,1,26,1,5.333333333333333,7,2,3,3,1,0,1,2,0.2,8,4,0.7928651,"No animal that is a dog is a bird. Some of the animals known as beagles are dogs. As a result, some beagles are not birds."
1,1,23,0,4.0,4,1,3,3,0,0,0,0,0.375,6,5,0.83597314,Any beverage that is chilled is cold. Some soft drinks are beverages that are chilled. It follows that some soft drinks are cold.
1,1,33,1,5.0,6,3,1,3,1,0,1,2,0.15384615384615385,9,6,0.83537215,"It is the case that some individuals who are professors are not lecturers. Anyone who is a professor is also an academic. Consequently, it can be concluded that some academics are not lecturers."
0,0,26,0,4.666666666666667,6,3,3,2,0,1,1,2,0.125,7,2,0.61316955,The group of furniture is a subset of the group of chairs. At least one sofa is not a chair. Not every sofa is a furntiture.
0,0,24,0,5.0,7,2,3,3,1,0,0,1,0.2857142857142857,5,4,0.8495277,There are no humans who are insects. A few humans are astronauts. It is the case that a portion of all astronauts are insects.
0,1,22,1,4.0,5,2,2,1,1,1,0,2,0.16666666666666666,4,3,0.63619643,"Anything that is a fish is not a mammal. There are no dogs that are fish. Consequently, every dog is a mammal."
0,1,23,0,4.0,5,1,1,2,0,0,1,1,0.3333333333333333,4,4,0.8227898,Anything that is a cat is a feline. Every single tiger is a feline. It follows that every tiger is not a cat.
1,0,27,0,4.333333333333333,5,2,2,3,1,0,1,2,0.08333333333333333,8,5,0.7463086,Not a single item that is an instrument is a piano. There are keyboards which are also pianos. We must conclude that some keyboards are not instruments.
1,1,22,0,4.333333333333333,5,1,3,3,0,0,0,0,0.14285714285714285,4,4,0.6812993,Everything that is an oak is a plant. A certain number of oaks are trees. This implies that some trees are plants.
1,1,23,2,4.333333333333333,5,1,1,3,0,0,0,0,0.18181818181818182,7,6,0.8365702,"Anything that is a primate has a thumb. All monkeys are, by definition, primates. We can conclude that some monkeys have a thumb."
1,0,20,1,4.333333333333333,5,2,3,3,1,0,1,2,0.14285714285714285,5,3,0.6048739,"There is no plant that is a mushroom. Some of the mushrooms are vegetables. Therefore, some vegetables are not plants."
0,0,27,0,5.0,5,2,2,3,2,1,0,3,0.36363636363636365,10,5,0.7407654,There are no animals that do not live on land. It is the case that no fish is an animal. At least some fish live on land.
0,0,27,1,4.666666666666667,5,3,3,3,0,0,1,1,0.2222222222222222,6,5,0.7236733,"There exist some fish that are bony fish. Of the items that are sharks, some are bony fish. We must conclude that some sharks are not fish."
0,1,17,1,3.3333333333333335,4,1,3,3,0,0,0,0,0.14285714285714285,5,3,0.69536567,"Every single person is a human. A number of women are humans. Consequently, some women are people."
0,1,30,1,4.333333333333333,5,2,2,3,1,1,1,3,0.16666666666666666,6,8,0.8266861,"It is the case that no cars are boats. It is also true that no bikes are cars. From these statements, one can conclude that some bikes are not boats."
1,1,24,1,4.666666666666667,6,1,3,3,0,0,0,0,0.15384615384615385,8,7,0.6670263,"Anything with an internal combustion engine needs fuel. Some cars possess an internal combustion engine. From this, it follows that some cars need fuel."
1,1,30,2,4.666666666666667,5,1,3,3,0,0,0,0,0.26666666666666666,11,8,0.6986229,"All things that are made of wood can catch on fire. There are some chairs that are wooden objects. It follows, then, that some chairs can be set on fire."
1,1,27,1,4.333333333333333,5,1,3,3,0,1,1,2,0.375,6,5,0.8471239,"It is true that all novels are books. There are some posters that are not books. Therefore, it is the case that some posters are not novels."
1,0,28,1,4.0,5,1,2,3,0,1,1,2,0.14285714285714285,7,9,0.57767034,"It is true that every single vehicle is a cloud. No clouds are cars. Based on this information, it is logically necessary that some cars are not vehicles."
0,1,22,0,4.0,5,1,1,3,0,0,0,0,0.2222222222222222,7,4,0.73835343,Every single snake is a reptile. It is the case that all lizards are reptiles. It follows that some lizards are snakes.
1,0,22,0,4.333333333333333,5,2,1,3,1,0,1,2,0.14285714285714285,6,2,0.60448813,Nothing that is a vehicle is a building. All buildings in existence are cars. A certain portion of cars are not vehicles.
0,0,28,1,4.666666666666667,5,1,3,3,0,0,0,0,0.1,5,6,0.66956806,"Everything that is an ocean is a body of water. A few rivers are bodies of water. Consequently, it is possible to infer that some rivers are oceans."
0,0,24,0,4.333333333333333,5,1,1,3,0,0,0,0,0.125,6,3,0.69548136,It is the case that all trees are plants. Anything that is an oak is also a plant. Some oaks fail to be trees.
0,1,21,1,3.6666666666666665,4,1,3,1,0,0,0,0,0.2222222222222222,7,4,0.84158576,"Each and every star is a celestial body. There are some planets that are stars. Consequently, all planets are celestial bodies."
1,0,31,0,4.666666666666667,5,1,2,3,1,0,1,2,0.0625,9,8,0.7468885,It is not the case that every novel has pages. Every single thing which is a novel is a book. One can therefore conclude that some books do not have pages.
0,0,25,0,4.333333333333333,5,1,1,1,0,0,0,0,0.0,4,5,0.71687245,Every plant is a living thing. Anything that is an animal is a living thing. It is therefore the case that all animals are plants.
0,0,30,1,4.666666666666667,6,1,2,2,0,1,1,2,0.375,6,5,0.78330755,"It is true that everything that is an animal is a mammal. It is also true that no reptiles are animals. Thus, it is concluded that no reptiles are animals."
0,1,26,1,4.0,5,1,1,1,0,0,0,0,0.2,7,5,0.65690213,"Every object that is a living thing is an object with mass. All humans are objects with mass. Consequently, every single human is a living thing."
1,0,27,0,4.333333333333333,5,2,1,3,1,0,1,2,0.18181818181818182,8,5,0.76467174,A square cannot be a shape. There exist shapes that are squares and are also rectangles. It necessarily follows that a subset of rectangles are not shapes.
0,1,22,0,4.333333333333333,5,3,3,2,0,0,1,1,0.25,6,4,0.6214783,There are some celestial bodies that are stars. There are some planets which are celestial bodies. Planets are in no way stars.
0,1,26,1,4.0,4,2,2,1,1,1,0,2,0.1,6,5,0.5820586,"There are no animals that are vegetables. It is also true that no cats are vegetables. Therefore, it is argued that every cat is an animal."
1,1,32,0,6.0,6,2,1,2,1,0,1,2,0.16666666666666666,11,3,0.7806419,There are no creatures with feathers which are also insects. Every single creature identified as a bird is a creature with feathers. None of the creatures that are birds are also insects.
0,0,21,1,4.0,5,3,2,1,0,1,0,1,0.1111111111111111,7,3,0.6925338,"There are some mammals that can fly. It is the case that no bird can fly. Therefore, all birds are mammals."
0,0,25,0,5.0,5,1,2,3,0,1,0,1,0.0,7,4,0.7295559,Anything which is a human is capable of walking. It is the case that no rock is a human. At least some rocks can walk.
0,1,20,0,3.3333333333333335,4,1,2,2,0,0,1,1,0.3333333333333333,4,4,0.7205687,Every single elephant is a mammal. Every single rhinoceros is a mammal. This means that no rhinoceros is an elephant.
0,0,20,0,4.0,4,1,1,3,0,0,1,1,0.1,5,6,0.73427737,Every single four-sided-shape is a rectangle. All four-sided-shapes are squares. It follows from this that some squares are not rectangles.
0,1,23,1,4.0,5,1,3,1,0,0,0,0,0.25,5,5,0.7968253,"Anything that is a car is an object that moves. Some vehicles are cars. Therefore, every single vehicle is an object that moves."
0,0,22,2,4.0,4,2,2,3,1,1,0,2,0.2857142857142857,4,5,0.61637837,"There are no houses that are buildings. There are no cars that are houses. It follows, then, that some cars are buildings."
1,1,33,1,5.333333333333333,6,1,3,3,0,0,0,0,0.36363636363636365,7,8,0.8400631,"Every person who is a professional cook is a person who can cook. A portion of professional cooks are chefs. Thus, it is the case that some chefs are people who can cook."
0,0,31,0,5.666666666666667,7,2,3,3,1,0,0,1,0.1,6,5,0.6568889,Nothing that is a mineral is a plant. It is known that a portion of rocks are minerals. This leads to the conclusion that a certain number of rocks are plants.
1,1,19,1,4.0,5,1,1,3,0,0,0,0,0.1111111111111111,7,3,0.6844305,"Anyone who is a reader is a scholar. There are students who are readers. Consequently, some students are scholars."
0,1,21,0,4.0,5,2,2,2,1,1,1,3,0.1111111111111111,6,4,0.76653606,There is no fish that is a mammal. No mammals are birds whatsoever. This implies that no bird is a fish.
1,1,21,0,3.6666666666666665,4,2,3,3,1,0,1,2,0.42857142857142855,7,3,0.73220456,Hats and jackets do not overlap. A portion of jackets are pieces of clothing. Some pieces of clothing are not hats.
1,1,28,0,4.333333333333333,7,2,1,2,1,0,1,2,0.2,10,2,0.76478004,The set of refrigerators and the set of pieces of furniture have nothing in common. All items that are sofas are pieces of furniture. Refrigerators are not sofas.
1,0,23,0,4.333333333333333,6,2,3,3,1,0,1,2,0.25,7,3,0.62389904,Animals and tables have no overlap whatsoever. A portion of tables are birds. Some of the things that are birds are not animals.
1,1,21,0,4.333333333333333,5,3,1,3,0,0,0,0,0.125,5,4,0.7002065,Some of the mammals are carnivores. Every single carnivore is an animal. It is the case that some animals are mammals.
0,1,18,0,3.6666666666666665,4,2,3,3,1,0,0,1,0.2857142857142857,5,4,0.75891066,There are no parrots which are mammals. Some birds are parrots. This implies that some birds are mammals.
0,0,25,0,4.666666666666667,5,1,2,2,0,1,1,2,0.2857142857142857,5,4,0.73829985,Anything that is a carrot is also a fruit. There is no banana which is a carrot. This means that no banana is a fruit.
1,0,21,0,3.3333333333333335,4,1,1,3,0,0,0,0,0.2,5,7,0.6570778,Every spoon is a planet. All planets are singing lessons. It can be logically concluded that some singing lessons are spoons.
1,0,24,1,3.6666666666666665,5,1,1,1,0,0,0,0,0.25,6,4,0.83455265,"Anything that is an insect is a creature made of glass. Every single ant is an insect. Consequently, all ants are made of glass."
1,0,36,1,5.0,5,2,3,3,1,0,1,2,0.07142857142857142,10,5,0.58971465,"There is not a single item that is both a color and red. Of the items that are hues, a portion of them are red. It must be the case that some hues are not colors."
1,0,21,1,3.6666666666666665,4,1,2,2,0,1,1,2,0.1,8,3,0.77539754,"Every car can be described as a machine. There are no ferraries that are machines. Consequently, no ferrari is a car."
1,1,23,0,4.0,4,1,2,3,0,1,1,2,0.1,7,4,0.7962886,Every single shirt is a piece of clothing. No articles of clothing are ever beverages. This implies that some beverages are not shirts.
0,0,17,0,3.6666666666666665,5,1,3,2,0,1,1,2,0.0,8,2,0.6448774,Every vehicle has wheels. At least one car does not have wheels. Not all cars are vehicles.
0,1,26,0,5.0,5,1,1,3,0,0,1,1,0.0,3,4,0.6460324,Anything that is a dog is an animal. Everything that is a cat is an animal. It is the case that some cats are not canines.
1,0,20,1,4.333333333333333,5,2,3,3,1,0,1,2,0.14285714285714285,5,3,0.62403524,"There is no plant that is a rock. Some of the rocks are flowers. Therefore, some flowers are not plants."
1,0,19,2,4.0,5,1,1,2,1,0,1,2,0.14285714285714285,6,2,0.6800521,"People are not, in any way, learners. Anything that is a student is a learner. Students cannot be people."
1,0,26,0,4.666666666666667,6,1,1,3,0,0,0,0,0.5,6,6,0.7176145,All things which are oceans are computers. All things which are oceans are made of silk. It follows that some things made of silk are computers.
1,1,19,1,3.3333333333333335,4,2,1,2,1,0,1,2,0.2857142857142857,6,3,0.78033924,"Nothing that is mortal is immortal. Every single human being is a mortal creature. Therefore, no human is immortal."
0,1,21,1,4.333333333333333,6,2,3,2,1,0,1,2,0.1,8,3,0.77376074,"There are no plants that are fish. Some objects classified as a rose is a plant. Therefore, no roses are fish."
1,0,24,0,4.0,6,2,1,2,1,0,1,2,0.2,10,2,0.7689577,Furniture are things that are in no way items for sitting. All items that are chairs were designed for sitting. Chairs are not furniture.
1,1,27,0,5.0,6,1,3,3,0,0,0,0,0.23076923076923078,9,7,0.895337,Every monkey is a primate. There are some animals that have prehensile tails which are monkeys. This means that a few animals with prehensile tails are primates.
1,0,25,1,3.3333333333333335,4,3,1,3,1,0,1,2,0.18181818181818182,8,5,0.6349211,"Some trains are not celestial bodies. It is the case that every single train is a planet. Consequently, some planets cannot be considered celestial bodies."
1,1,22,0,3.6666666666666665,4,1,3,3,0,1,1,2,0.1,7,4,0.86831266,Every single truck is a vehicle. There are some scooters which are not vehicles. It follows that some scooters are not trucks.
1,1,27,0,5.0,6,1,1,3,0,0,1,1,0.0,7,4,0.6545399,There isn't a single car that is a two-wheeled vehicle. Everything that is a bicycle is a two-wheeled vehicle. This proves that some bicycles are not cars.
0,1,28,1,5.333333333333333,6,2,3,3,2,1,0,3,0.4,4,3,0.6966914,"There are no items that are not plants that are plants. A number of items that are not plants are trees. Therefore, a portion of trees are plants."
1,1,21,1,3.6666666666666665,5,2,1,2,1,0,1,2,0.2857142857142857,6,3,0.77602816,"There's no small rodent that is a bear. Every single squirrel is a small rodent. Consequently, no squirrel is a bear."
0,1,28,0,4.333333333333333,5,2,1,2,1,0,1,2,0.18181818181818182,8,5,0.7465539,There exist no poodles that are also cats. Every single creature that is a poodle is a dog. It follows that not a single dog is a cat.
1,0,21,1,4.0,5,1,3,3,0,0,0,0,0.1111111111111111,7,3,0.8492405,"Any individual who is a teacher is a robot. There are some educators who are teachers. Consequently, some educators are robots."
0,1,21,0,3.6666666666666665,5,1,1,2,0,0,1,1,0.6,5,3,0.80939484,Anything that is a human is a primate. Every single whale is a mammal. Not a single whale is a human.
0,0,19,0,3.6666666666666665,5,1,2,1,0,1,0,1,0.0,4,2,0.76475054,Everything that is a tree is a plant. Not a single stone is a plant. All stones are trees.
0,1,27,0,4.0,5,1,1,2,0,0,1,1,0.0,7,5,0.6590596,Every single human being is a mammal. It is also true that every lion is a mammal. This means that there are no lions that are humans.
0,1,17,0,3.6666666666666665,4,3,1,3,0,0,0,0,0.2857142857142857,5,4,0.84605443,Some animals are human. There are politicians who are human. This means that some politicians are animals.
0,0,24,0,4.0,5,2,1,1,1,0,0,1,0.1,6,5,0.6838981,There are no mammals that are birds. Every single dog is a mammal. It is therefore the case that every dog is a bird.
1,1,24,0,4.333333333333333,5,1,1,3,0,0,0,0,0.1111111111111111,6,4,0.7732077,Anything that is a cat is a feline. It is true that all felines are carnivores. This means that a few carnivores are cats.
1,0,23,1,3.6666666666666665,4,1,2,2,0,1,1,2,0.09090909090909091,6,6,0.8188462,"Every single human is a monkey. There are no primates that are monkeys. From this, it follows that no primate is a human."
1,0,24,0,4.0,5,1,2,2,0,1,1,2,0.2222222222222222,7,4,0.70773494,Every single building is alive. There is not a single living thing that is a house. This means that no house is a building.
1,0,24,0,3.6666666666666665,4,1,3,3,0,1,1,2,0.18181818181818182,8,5,0.7186321,Every single writing tool is a spaceship. There are some erasers which are not spaceships. It follows that some erasers are not writing tools.
1,1,39,0,7.0,8,3,1,3,0,0,0,0,0.11764705882352941,12,7,0.6774934,There are some individuals who find pleasure in reading who are librarians. Every single person who is a librarian is a student. It is the case that some of the people who are students are people who enjoy reading.
0,1,29,1,5.0,5,1,1,2,0,0,1,1,0.2857142857142857,6,3,0.75011706,"Anything that is a bird is a vertebrate. It is also the case that every single bat is a vertebrate. Consequently, nothing that is a bat is a bird."
1,1,29,2,5.333333333333333,6,2,3,3,1,0,1,2,0.2222222222222222,7,4,0.74335086,"Absolutely nothing that is a reptile is a mammal. Among the creatures that are animals, some are mammals. Consequently, some of the creatures that are animals are not reptiles."
0,0,26,0,4.666666666666667,5,2,3,3,1,1,1,3,0.1111111111111111,6,4,0.7362199,Nothing that is an animal is a non-living thing. There are some mammals that are not non-living things. It follows that some mammals are not animals.
0,0,25,0,4.0,5,1,1,3,0,0,1,1,0.4166666666666667,8,9,0.8332158,Every single integer is divisible by two. All integers are even numbers. It follows from this that some even numbers are not divisible by two.
0,0,23,0,4.666666666666667,6,2,3,3,1,0,0,1,0.2857142857142857,5,4,0.8081348,There are no liquids that are solids. Some of the things that are beverages are liquids. It follows that some beverages are solids.
0,0,27,0,4.666666666666667,5,2,2,2,1,1,1,3,0.3333333333333333,4,4,0.767529,Nothing that is a cat is a reptile. A creature that is a reptile is never a mammal. It follows that a cat is never a mammal.
0,0,22,2,4.0,4,2,2,3,1,1,0,2,0.25,5,5,0.61250484,"There are no birds which are cats. There are no dogs that are birds. It follows, then, that some dogs are cats."
1,1,28,0,4.333333333333333,5,1,3,3,0,0,0,0,0.36363636363636365,8,7,0.7732208,Every capital city is considered a major city. A portion of capital cities are located in Europe. It therefore follows that some cities in Europe are major cities.
1,0,23,1,4.333333333333333,5,3,1,3,0,0,0,0,0.25,4,6,0.7973392,"Some of the spoons are reptiles. All things that are reptiles are vertebrates. Consequently, it can be concluded that some vertebrates are spoons."
1,1,25,1,4.333333333333333,5,1,3,3,0,0,0,0,0.09090909090909091,8,4,0.8021128,"Every single thing that is a snake is a cold-blooded animal. A few snakes are a type of reptile. Thus, some reptiles are cold-blooded animals."
0,1,22,0,4.666666666666667,5,1,2,3,0,1,0,1,0.0,5,4,0.6774222,Anything that is a fish swims. It is the case that no dog is a fish. This implies that some dogs swim.
0,0,19,1,3.6666666666666665,4,2,2,2,1,1,1,3,0.4,4,3,0.69370586,"There are no stones that are alive. There are no trees that are stones. Therefore, no trees are alive."
1,0,20,0,3.3333333333333335,4,1,2,2,0,1,1,2,0.42857142857142855,5,5,0.7530659,Every single writing tool is a pencil. No pen is a pencil. This means no pen is a writing tool.
0,0,21,1,4.0,4,3,3,3,0,0,0,0,0.25,7,3,0.6387626,"There exist some mammals that have fur. There are some reptiles which have fur. Consequently, a number of reptiles are mammals."
0,1,24,1,4.333333333333333,5,3,1,3,0,0,1,1,0.2,7,5,0.5828093,"Among the items that are dogs, some are mammals. There are pets which are mammals. We must conclude that some pets are not dogs."
1,1,19,2,4.666666666666667,5,1,1,3,0,0,0,0,0.09090909090909091,7,5,0.7018312,"All plants are in need of sunlight. All trees are, by definition, plants. At least one tree needs sunlight."
1,0,31,0,4.666666666666667,5,2,1,3,1,0,1,2,0.0,7,6,0.60601413,Not one single insect is a six-legged arthropod. Every single item that is a bug is a six-legged arthropod. It follows from this that a portion of bugs are not insects.
0,1,26,0,4.666666666666667,6,1,3,3,0,0,1,1,0.18181818181818182,8,5,0.6892783,There exist cats that are also mammals. A subset of dogs can be classified as mammals. It follows that at least some dogs are not cats.
0,1,26,0,4.333333333333333,5,2,2,3,2,1,0,3,0.2727272727272727,9,5,0.6986735,There are no birds that do not have wings. It is the case that no insect is a bird. It follows that some insects have wings.
1,0,22,1,3.6666666666666665,5,1,1,3,1,0,1,2,0.1111111111111111,7,3,0.7695079,"It is not the case that every single vegetable is a food. All vegetables are pizzas. Thus, some pizzas are not foods."
1,0,28,0,4.666666666666667,5,2,1,3,1,0,1,2,0.0,6,3,0.70336264,Not one single rectangle is a four-sided polygon. Everything that is a square is a four-sided polygon. The implication is that a portion of squares are not rectangles.
0,0,29,1,4.666666666666667,6,1,1,1,0,0,0,0,0.25,5,5,0.7130019,"It is true that everything that is a table is furniture. It is also true that all furniture are objects. Thus, it is concluded that all objects are tables."
1,1,35,3,5.333333333333333,6,3,1,3,0,0,0,0,0.11764705882352941,12,7,0.8340935,"Among those who are students, there are some who are athletes. Every single student is a person who spends time studying. It follows that, of the people who study, some of them are also athletes."
0,1,23,1,4.0,5,1,3,1,0,0,0,0,0.0,7,4,0.7891629,"It is a fact that all mammals are animals. There are some animals which are cats. Therefore, every single cat is an animal."
1,0,21,0,3.6666666666666665,5,2,1,3,1,0,1,2,0.14285714285714285,4,4,0.73767585,Wives are not people. Anything that is a wife is a husband. It's the case that some husbands are not people.
0,1,24,0,4.333333333333333,5,2,1,3,2,0,0,2,0.2,8,4,0.69838595,There is no physicist who is not a person. It is true that all physicists are scientists. It follows that some scientists are people.
1,0,19,0,4.0,5,1,2,2,0,1,1,2,0.14285714285714285,4,4,0.73096675,Every teacher is a robot. None of the robots are humans. It follows that no human is a teacher.
1,1,24,0,4.0,5,1,2,3,0,1,1,2,0.1111111111111111,5,5,0.79796827,Anything that is a spoon is a form of cutlery. No cutlery items are books. This logically entails that some books are not spoons.
1,0,27,1,5.0,5,1,1,3,0,0,0,0,0.2857142857142857,4,5,0.71503574,"Everything that is a song is also a mountain. Everything that is a song is also made of water. Hence, some things made of water are mountains."
0,1,29,1,4.333333333333333,5,1,1,3,0,0,0,0,0.3333333333333333,7,5,0.70934385,"It is a fact that every tulip is a flower. It is also true that all roses are flowers. Therefore, it is concluded that a few flowers are roses."
1,1,24,1,4.0,5,3,1,3,0,0,0,0,0.18181818181818182,5,8,0.78585935,"Some of the dogs are mammals. Every mammal is a domesticated animal. From this, it can be concluded that some domesticated animals are dogs."
0,0,25,1,4.333333333333333,5,1,1,1,0,0,0,0,0.3333333333333333,4,4,0.77888596,"Everything that is a doctor is a medical professional. Anything that is a medical professional is a human. Thus, every single human is a doctor."
0,0,32,0,5.666666666666667,7,1,1,3,0,0,1,1,0.07692307692307693,7,7,0.80221933,Anyone who is a president is a citizen. Every single person who is a senator is a citizen. This leads to the conclusion that there are some senators who are not citizens.
1,0,35,1,6.333333333333333,7,2,2,3,1,0,1,2,0.2857142857142857,11,7,0.8100739,"There is not a single sound that is a phenomenon that travels in waves. All of the things that are musical notes are sounds. Consequently, some musical notes are not phenomena that travel in waves."
1,0,31,0,4.333333333333333,5,2,1,2,1,0,1,2,0.3,7,6,0.7596398,It is not the case that a paper good is made of paper. Each and every book is a paper good. It logically follows that no books are made of paper.
1,0,33,1,5.0,5,1,1,1,0,0,0,0,0.3,7,6,0.8174051,"Every piece of furniture that is a chair is made of liquid. Any object that is a bench is a chair. Consequently, all benches are pieces of furniture that are made of liquid."
1,1,23,1,4.666666666666667,6,1,3,3,0,0,0,0,0.3333333333333333,6,6,0.80582345,"All things which are mammals are vertebrates. A portion of warm-blooded animals are mammals. Therefore, there exist some warm-blooded animals that are vertebrates."
1,1,24,0,3.6666666666666665,5,2,1,3,1,0,1,2,0.0,4,5,0.5838782,Not a single house is a stadium. Every single stadium is a building. It is therefore the case that some buildings are not houses.
1,1,26,1,3.6666666666666665,4,2,1,3,1,0,1,2,0.08333333333333333,9,4,0.5847563,"The class of insects and the class of lions do not overlap. Every single lion is an animal. As a result, some animals are not insects."
0,0,21,2,4.0,4,3,3,3,0,0,0,0,0.25,5,5,0.76650083,"There exist some birds that are fish. A number of sharks are fish. It follows, then, that some sharks are birds."
0,1,15,1,3.0,3,1,2,2,0,1,1,2,0.0,3,3,0.6789133,"Every dog is a mammal. No dog is a reptile. Therefore, no reptiles are mammals."
0,1,24,1,4.0,5,1,3,3,0,1,1,2,0.42857142857142855,5,5,0.66707057,"It is the case that all professionals are adults. Some people are not professionals. Therefore, it is implied that some people are not adults."
1,1,20,1,3.6666666666666665,5,2,2,2,0,1,1,2,0.5,3,3,0.83382773,"Every novel is a book. Nothing that is a magazine is a book. Therefore, a magazine cannot be a novel."
1,0,19,1,4.0,4,2,3,2,1,0,1,2,0.4,5,2,0.657289,"There are no mammals that are fish. Among the fish, a few are canines. Not all canines are mammals."
0,0,21,1,4.0,5,2,1,1,1,0,0,1,0.14285714285714285,5,3,0.60364884,"There are no dogs that are reptiles. Everything that is a fish is a dog. Thus, every fish is a reptile."
1,0,22,0,4.333333333333333,5,1,3,3,0,0,1,1,0.2857142857142857,7,2,0.7503777,It is impossible for furniture to be a chair. A portion of chairs are tables. Some of the tables are not furniture.
1,1,20,2,4.0,5,2,3,2,1,0,1,2,0.375,6,5,0.72814614,"Kitchen items are never hammers. A few hammers are, in fact, tools. There exist tools that are not kitchen items."
0,1,23,0,4.333333333333333,5,1,1,3,0,0,0,0,0.0,4,4,0.7555034,Everything that is a bird is an animal. Every single eagle is an animal. It is the case that some eagles are birds.
1,0,27,0,4.0,5,1,2,2,0,1,1,2,0.2222222222222222,5,6,0.67202795,Anything that is a planet is a celestial body. Not a single Earth is a celestial body. It follows from this that no Earth is a planet.
0,1,27,0,4.333333333333333,5,1,3,2,0,1,1,2,0.1111111111111111,5,5,0.75744253,Anything that is a dog is also a pet. There are some cats that are not pets. It must be true that no cat is a dog.
0,0,31,2,5.0,5,1,1,1,0,0,0,0,0.07142857142857142,7,8,0.7371393,"Anything that is a fish is an animal. There are birds, and all of them are animals. Based on this, it must be the case that every bird is a fish."
0,1,31,0,4.666666666666667,5,2,1,2,1,1,1,3,0.1,5,6,0.7126484,It is the case that no bird is a fish. It is also not the case that any fish is a mammal. It follows from this that no mammals are birds.
1,1,34,1,4.666666666666667,5,2,1,2,1,0,1,2,0.25,9,6,0.7462153,"There are no animals that fly which are also fish. Every creature that is a bird is also a flying animal. As a consequence, there is not a single bird that is a fish."
0,0,26,0,4.666666666666667,6,2,3,3,1,0,1,2,0.2222222222222222,6,5,0.83678347,There are no cars which are airplanes. Some of the things that are vehicles are cars. It must be true that some airplanes are not vehicles.
0,1,20,1,3.3333333333333335,4,1,1,1,0,0,0,0,0.08333333333333333,7,6,0.78552526,"Every parrot has a beak. All parrots are classified as birds. Therefore, it must be that all birds have beaks."
1,1,32,1,4.666666666666667,5,2,1,3,1,0,1,2,0.06666666666666667,9,7,0.7031929,"A thing that is a square cannot be a circle. There exist shapes that are squares and are also polygons. From this, we know for certain that some polygons are not circles."
0,0,18,1,3.6666666666666665,5,1,3,1,0,1,0,1,0.125,5,4,0.6933861,"Anyone who is a rose is red. Some flowers are not red. From this, all flowers are roses."
0,1,23,2,4.333333333333333,5,3,3,3,0,0,0,0,0.375,5,6,0.7837243,"A portion of healthy foods are vegetables. There are some carrots that are vegetables. It follows, then, that some carrots are healthy foods."
1,1,26,0,4.0,5,1,1,3,0,0,0,0,0.2727272727272727,8,6,0.86791974,Anyone who is a doctor is trained in medicine. Every single pediatrician is a doctor. It is the case that some pediatricians are trained in medicine.
0,0,25,0,4.0,4,1,1,1,0,0,0,0,0.18181818181818182,8,5,0.8106141,Every flying object is a creature with wings. Any and all elephants are also creatures with wings. This implies that all elephants are flying objects.
0,0,20,0,4.333333333333333,5,1,3,3,0,0,0,0,0.5,4,2,0.7793973,Everything that is a fish is a vertebrate. A portion of vertebrates are sharks. A subset of sharks are fish.
1,1,30,0,5.0,6,2,3,3,1,0,1,2,0.07142857142857142,12,3,0.6191499,Stars and gas giants have no overlap whatsoever. At least one thing that is a gas giant is a planet. Some of the things that are planets are not stars.
0,1,27,1,4.666666666666667,6,1,1,3,1,0,0,1,0.08333333333333333,6,7,0.3633406,"It is not the case that every huma is a man. Every single man is a human. From this, it follows that some humans are living beings."
1,1,23,0,4.0,5,1,2,3,0,1,1,2,0.1111111111111111,5,5,0.82778245,Anything that is a doctor is also a human. No humans are ever insects. This logically suggests that some insects are not doctors.
0,0,19,1,3.3333333333333335,4,1,1,1,0,0,0,0,0.0,4,4,0.7506877,"Every single liquid is a molecule. Every single gas is a molecule. As a result, all gases are liquids."
1,0,22,1,3.6666666666666665,5,3,1,3,0,0,0,0,0.2222222222222222,7,4,0.8415414,"There are some ideas that are made of cheese. Every single idea is an emotion. Consequently, some emotions are made of cheese."
1,1,27,0,4.333333333333333,7,2,1,2,1,0,1,2,0.0,8,5,0.7663014,There is no such thing as an insect that is also a mammal. Every single ant is an insect. It logically follows that ants are not mammals.
1,0,23,0,3.6666666666666665,4,3,1,3,0,0,0,0,0.2727272727272727,7,7,0.8222877,A few large predators are insects. Every single insect is a tiny creature. It logically follows that some tiny creatures are large predators.
1,1,27,0,5.666666666666667,7,2,1,3,2,0,0,2,0.5555555555555556,7,7,0.7561596,There are no chairs that are not furniture. All furniture are items found in a household. It follows that some items found in a household are chairs.
1,0,28,0,4.666666666666667,6,2,3,3,1,0,1,2,0.07692307692307693,11,3,0.72952795,Polygons and circles have no overlap whatsoever. At least one thing that is a circle is a triangle. Some of the things that are triangles are not polygons.
0,0,26,0,4.0,5,1,1,1,0,0,0,0,0.2857142857142857,6,3,0.77528334,Everything that can be classified as an apple is a vegetable. Everything that is a carrot is also a vegetable. Every single apple is a carrot.
1,0,19,0,4.0,6,1,2,3,0,1,1,2,0.0,5,3,0.5136459,Every single vehicle is an animal. No cars are animals. A portion of modes of transportation are not vehicles.
